,symptoms,treatments,drugs,bodyparts
124,"['infantile neuroaxonal dystrophy', 'severe acute respiratory syndrome', 'digitorenocerebral syndrome', 'migraine variant', 'influenza', 'coronavirus infections', 'seizures', 'impending doom']","['quarantine', 'therapeutic tactile stimulation', 'reparative closure', 'prophylactic treatment', 'exercise pain management', 'therapeutic procedure', 'cardiac lead procedure']",[],"['entire head', 'heart', 'entire elbow region', 'hand', 'hippocampus proper', 'entire right hand', 'entire face', 'collateral branch of vessel']"
125,"['meckel syndrome type 1', 'hyperostosis, diffuse idiopathic skeletal', 'coronavirus infections', 'disease', 'signs and symptoms, respiratory', 'coughing']",['interventional procedure'],[],"['eye', 'pharyngeal structure', 'entire ear', 'nose']"
126,"['obesity', 'gastroesophageal reflux disease', 'pulmonary emphysema', 'acquired immunodeficiency syndrome', 'myocardial infarction', 'chronic obstructive airway disease', 'mild chronic obstructive pulmonary disease', 'coronavirus infections', 'constipation', 'overweight', 'catch - finding of sensory dimension of pain', 'coughing', 'pain']","['fluorouracil/melphalan/tamoxifen', 'incision and drainage', 'exercise pain management', 'emergency care', 'cold turkey']",['nicotine chewing gum'],"['heart', 'hand', 'lung', 'entire face', 'skeletal bone']"
127,"['hypertensive disease', 'scurvy', 'plague', 'dehydration', 'respiratory distress syndrome, adult', 'influenza', 'staring', 'cardiac arrest', 'septicemia', 'coronavirus infections', 'virus diseases', 'chromosome 2q32-q33 deletion syndrome', 'coronary heart disease', 'disease', 'diarrhea', 'weakness']","['transection (procedure)', 'childhood immunization', 'incision and drainage', 'exercise pain management', 'discussion (procedure)', 'therapeutic procedure', 'cardiac lead procedure']",[],"['entire head', 'heart', 'hippocampus proper', 'lanugo']"
128,"['heart diseases', 'severe acute respiratory syndrome', 'diabetes mellitus', 'influenza', 'coronavirus infections', 'heart problem', 'death anxiety']",['pharmacotherapy'],[],"['heart', 'lung']"
129,"['mitral valve prolapse syndrome', 'acute viral disease', 'communicable diseases', 'aplasia cutis congenita', 'atherosclerosis', 'influenza', 'cardiovascular diseases', 'septicemia', 'coronavirus infections', 'congestive heart failure', 'disease', 'seizures']",['adoptive immunotherapy'],[],"['heart', 'heart valves', 'anatomic valve']"
130,"['sepsis', 'severe acute respiratory syndrome', 'lupus erythematosus', 'respiratory distress syndrome, adult', 'blood coagulation disorders', 'coronavirus infections', 'bacterial infections']",['rx therapy'],[],"['heart', 'organ', 'lung']"
131,['curb'],"['obstetric delivery', 'dressing of skin or wound', 'insertion of pack (procedure)']",[],['entire nerve']
132,"['bestrophinopathy, autosomal recessive', 'common cold', 'coughing']",['obstetric delivery'],[],"['entire eye', 'hand', 'eye']"
133,"['coronavirus infections', 'coughing', 'clouded consciousness']","['therapeutic tactile stimulation', 'isolation procedure']",[],"['entire head', 'eye', 'lip structure', 'entire face', 'foot']"
134,"['anorexia', 'ataxia telangiectasia', 'hepatitis a', 'hepatitis b, chronic', 'coronavirus infections', 'fever with chills', 'diarrhea', 'nasal congestion (finding)', 'fatigue', 'digestive symptom', 'signs and symptoms, respiratory', 'coughing']",[],[],[]
135,"['communicable diseases', 'heart diseases', 'goldberg-shprintzen megacolon syndrome', 'diabetes mellitus', 'lung diseases', 'chronic disease', 'septicemia', 'coronavirus infections', 'exanthema', 'catch - finding of sensory dimension of pain']",['incision and drainage'],[],"['retina', 'brain', 'lung']"
136,['disease'],[],[],[]
137,"['coronavirus infections', 'coughing']",['therapeutic tactile stimulation'],[],"['hand', 'eye', 'entire finger', 'nose']"
138,"['flu symptoms', 'influenza', 'coronavirus infections', 'dyspnea']",['spatial guidance for medical procedure'],[],[]
139,"['communicable diseases', 'influenza', 'chromosome 2q32-q33 deletion syndrome', 'coronavirus infections', 'signs and symptoms']","['prevention of infection', 'step ups', 'reparative closure', 'answer questions', 'discussion (procedure)']",[],"['entire head', 'hippocampus proper', 'hand', 'lanugo']"
140,['breathing abnormally deep'],"['administration procedure', 'adoptive immunotherapy', 'sedation procedure', 'prophylactic treatment', 'excision']",[],"['hand', 'lung', 'nose']"
141,"['allergic disposition', 'pharyngitis', 'common cold', 'influenza', 'coronavirus infections', 'disease', 'rhinorrhea', 'nasal congestion (finding)', 'ache', 'diarrhea', 'sore throat', 'dry cough', 'headache', 'coughing', 'pain', 'dyspnea']",[],[],[]
142,"['neuropathy', 'ache', 'muscular fasciculation', 'feeling strange', 'neurologic symptoms', 'fatigue', 'has tingling sensation', 'myalgia', 'weakness', 'tremor']",['isolation procedure'],[],"['left upper arm structure', 'entire calf of leg (body structure)', 'entire upper arm', 'set of muscles', 'lanugo', 'foot']"
143,"['ache', 'diarrhea', 'headache', 'weakness', 'syncope', 'cold sweat', 'pain']",[],[],['nose']
144,"['communicable diseases', 'fish-eye disease', 'coronavirus infections', 'excessive tearing', 'anorexia', 'gastroparesis', 'asthma with copd', 'other viral diseases nos', 'asthma', 'secondary infections', 'recurrent disease', 'gray platelet syndrome', 'oral ulcer', 'bestrophinopathy, autosomal recessive', 'gastroesophageal reflux disease', 'pneumonia', 'pharyngitis', 'common cold', 'influenza', 'narcolepsy', 'bacterial infections', 'xerostomia', 'neuropathy', 'tennis elbow', 'deglutition disorders', 'malnutrition', 'disease', 'seizures', 'diarrhea', 'feeling nervous', 'fatigue', 'burning sensation', 'headache', 'flushing', 'pain', 'muscle cramp', 'breathing abnormally deep', 'exhaustion', 'numbness', 'neck pain', 'neurologic symptoms', 'feeling cold', 'nausea', 'has tingling sensation', 'coughing', 'sharp pain', 'nightmares', 'ache', 'chest pain', 'tired', 'body ache', 'overweight', 'myalgia', 'syncope', 'back pain', 'nervousness', 'illness (finding)', 'difficulty sleeping', 'hunger', 'dizziness', 'sore throat', 'dry cough', 'weakness', 'lethargy', 'hot flushes', 'dyspnea', 'chills', 'sore to touch']","['physical therapy exercises', 'drugs', 'quarantine', 'incision and drainage', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'special diet therapy', 'dietary modification', 'therapeutic procedure']","['lisinopril pill', 'cough syrup']","['entire stomach', 'palatine tonsil', 'belly of skeletal muscle', 'heart', 'mandibular right first molar', 'left upper arm structure', 'entire throat (surface region of neck)', 'hand', 'gland', 'structure of left half of body', 'hair', 'set of muscles', 'lung', 'entire neck', 'nose', 'entire head', 'entire upper arm', 'bony process', 'vertebral column', '20s', 'lanugo']"
145,"['coughing', 'earache', 'pharyngeal dryness']",[],[],"['entire throat (surface region of neck)', 'tongue']"
146,"['deep vein thrombosis', 'pain in calf', 'sensation of warmth', 'pain']","['coagulation procedure', 'therapeutic tactile stimulation']",[],"['entire calf of leg (body structure)', 'foot', 'digit structure']"
147,"['urinary tract infection', 'hay fever', 'influenza', 'chronic obstructive airway disease', 'pityriasis rosea', 'septicemia', 'disease', 'body ache', 'tired', 'exanthema', 'upset stomach', 'throat symptom', 'headache', 'pain', 'ageusia', 'stomach ache', 'illness (finding)', 'nausea', 'hunger', 'coughing', 'sharp pain', 'dyspnea']",['isolation procedure'],[],"['entire throat (surface region of neck)', 'knee', 'lanugo', 'anatomical layer']"
148,"['anorexia', 'ear symptom', 'fatigue', 'burning sensation', 'myalgia', 'headache', 'pain', 'earache', 'sleeplessness']",[],[],[]
149,"['ageusia', 'ache', 'feeling sick', 'nausea', 'headache', 'coughing', 'dyspnea']",[],[],[]
150,"['ache', 'tired', 'fatigue', 'pain', 'arm pain', 'sore to touch', 'chills']",[],[],['entire upper arm']
151,"['van der woude syndrome', 'common cold', 'dehydration', 'fibromyalgia', 'ache', 'tired', 'fatigue', 'cough with fever', 'myalgia', 'headache', 'weakness', 'earache', 'spells (neurological symptom)']",['injection of therapeutic agent'],[],"['gut', 'anatomical layer']"
152,"['myopathy', 'coronavirus infections', 'muscle weakness']","['drugs', 'therapeutic procedure']",[],[]
153,[],"['heart - aortic valve', 'on anti-coagulants']",[],"['heart', 'structure of anulus fibrosus of aorta', 'aorta']"
154,"['communicable diseases', 'fatigue']","['administration of antibiotic', 'continuous positive airway pressure', 'detection', 'therapeutic procedure']","['oxygen 93 %', 'oxygen 20 %', 'oxygen 2 %']",[]
155,"['ache', 'feeling sick', 'coughing']",[],[],['entire throat (surface region of neck)']
156,"['disease', 'seizures', 'dizziness']",[],[],[]
157,"['ageusia', 'coughing', 'nose symptoms']",['isolation procedure'],[],[]
158,"['chronic fatigue syndrome', 'allergic disposition', 'sjogren-larsson syndrome', 'influenza', 'burning mouth syndrome', 'asthma', 'urticaria', 'anaphylaxis (non medication)', 'pruritus', 'burning mouth (sensation)', 'lip swelling', 'dyspnea']","['obstetric delivery', 'incision and drainage', 'special diet therapy']",[],"['entire throat (surface region of neck)', 'tongue', 'entire face']"
159,"['renal carnitine transport defect', 'common cold', 'cyclic neutropenia', 'seizures', 'side pain', 'malaise', 'fatigue', 'headache', 'blood in stool', 'rhinorrhea', 'ageusia', 'constipation', 'nausea', 'hunger', 'abdominal bloating', 'congestion of throat', 'weakness', 'coughing']",['electroconvulsive therapy'],[],"['bone structure of rib', 'urinary bladder', 'anatomic node', 'ribs on right side', 'intestines', 'veins']"
160,"['encephalitis', 'rhinorrhea', 'headache', 'coughing']",[],[],[]
161,"['pharyngitis', 'common cold', 'conjunctivitis', 'acute contagious conjunctivitis', 'coronavirus infections', 'chest pain', 'body ache', 'fatigue', 'headache', 'pain', 'exhaustion', 'rhinorrhea', 'arthralgia', 'nasal congestion (finding)', 'watery eyes', 'chest tightness', 'nausea', 'sore throat', 'weakness', 'dry cough', 'coughing', 'cold sweat', 'night sweats']","['interventional procedure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'isolation procedure']",[],['entire throat (surface region of neck)']
162,"['breathing abnormally deep', 'dyspnea']",[],[],[]
163,"['arthritis', 'fatigue', 'myalgia']",[],[],['set of muscles']
164,[],['isolation procedure'],[],[]
165,"['coronavirus infections', 'chest pain', 'coughing', 'pain', 'mastodynia']",[],[],[]
166,"['communicable diseases', 'headache', 'coughing']",['blood medications'],[],[]
167,"['nervousness', 'clouded consciousness']","['vaccination', 'discussion (procedure)']",[],"['entire nerve', 'quarter of the udder']"
168,"['influenza', 'immunodeficiency, common variable, 10', 'ache', 'signs and symptoms', 'abdominal pain', 'feeling sick', 'upset stomach', 'fatigue', 'pain', 'muscle cramp', 'mastodynia', 'exhaustion', 'feeling of loss of feeling', 'ageusia', 'stomach ache', 'illness (finding)', 'constipation', 'chest tightness', 'nausea', 'dizziness', 'has tingling sensation', 'coughing', 'stomach cramps (finding)', 'fatigue - symptom', 'sore to touch']",[],[],"['entire head', 'entire stomach', 'toes', 'bile duct structure', 'brain', 'stomach', 'intestines']"
169,"['flu symptoms', 'tension headache', 'common cold', 'staring', 'cold symptoms', 'influenza', 'dysosmia', 'anosmia', 'feeling sick', 'taste sour', 'headache', 'syncope', 'dyspnea']","['aromatherapy', 'shampooing (action)']",[],['nose']
170,"['communicable diseases', 'pharyngitis', 'nasal congestion (finding)', 'sore throat', 'headache', 'coughing', 'breathing abnormally deep']",[],[],"['heart', 'eye', 'bony process', 'body organ structure']"
171,"['communicable diseases', 'infection of kidney', 'ache', 'dizziness', 'headache', 'syncope', 'back pain', 'pain']",[],[],"['bone structure of rib', 'heart', 'supernumerary mandibular right central primary incisor']"
172,"['communicable diseases', 'body ache', 'exanthema', 'dizziness', 'coughing']",['physical therapy exercises'],[],"['brain', 'foot']"
173,"['body ache', 'out (of) breath', 'dizziness', 'weakness', 'headache']",['cardiac lead procedure'],[],[]
174,"['urticaria', 'body ache', 'sore throat', 'dizziness', 'mastodynia']",[],[],"['heart', 'airway structure']"
175,"['pharyngitis', 'asthenopia', 'sore eye', 'tired', 'pain', 'tremor', 'chest pressure', 'arthralgia', 'anosmia', 'sore throat', 'pruritus', 'throbbing headache', 'coughing', 'dyspnea', 'sore to touch']",['exercise pain management'],[],"['lower back structure', 'entire head', 'eye', 'pharyngeal structure']"
176,"['coronavirus infections', 'lower respiratory tract infection', 'rhinorrhea', 'ache', 'burning sensation in eye', 'watery eyes', 'fatigue', 'pruritus', 'burning sensation', 'catch - finding of sensory dimension of pain', 'headache', 'coughing', 'sore to touch']",['self monitoring'],[],"['eye', 'lanugo', 'entire face', 'nose', 'entire neck']"
177,"['hypertensive disease', 'diabetes mellitus']",['therapeutic procedure'],[],"['entire head', 'brain']"
178,"['constipation', 'feeling sick', 'nausea']",[],[],[]
179,['chest pain'],[],[],[]
180,"['anorexia', 'ataxia telangiectasia', 'gastroesophageal reflux disease', 'fish-eye disease', 'pharyngitis', 'pneumonia', 'xerostomia', 'lower respiratory tract infection', 'heartburn', 'diarrhea', 'chest pain', 'tired', 'abdominal pain', 'severe diarrhea', 'burning sensation', 'pain', 'stomach ache', 'nausea', 'abdominal bloating', 'sore throat', 'eructation', 'sore to touch', 'dyspnea']","['transection (procedure)', 'severing', 'liquid diet', 'incision and drainage', 'isolation procedure']",[],"['entire stomach', 'supernumerary mandibular right central primary incisor', 'entire throat (surface region of neck)', 'stomach', 'esophagus', 'sphincter', 'anatomic valve', 'entire neck']"
181,"['gastroesophageal reflux disease', 'common cold', 'tired', 'fatigue', 'myalgia', 'pain', 'feeling dizzy', 'mastodynia', 'nausea', 'vertigo', 'feeling like vomiting', 'dizziness', 'hot flushes', 'depressed - symptom', 'night sweats', 'chills', 'dyspnea']","['group reassurance', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['entire head', 'mandibular right first molar', 'entire neck', 'foot']"
182,"['parkinsonian disorders', 'parkinson disease']",['reminding'],[],['entire head']
183,['nausea'],[],[],[]
184,"['migraine disorders', 'sinusitis', 'prediabetes syndrome', 'communicable diseases', 'gastroesophageal reflux disease', 'pharyngitis', 'fish-eye disease', 'pneumonia', 'conjunctivitis', 'tonsillitis', 'coronavirus infections', 'vitamin deficiency', 'autoimmune diseases', 'recurrent disease', 'malnutrition', 'disease', 'seizures', 'diarrhea', 'exanthema', 'fatigue', 'burning sensation', 'pain', 'breathing abnormally deep', 'spells (neurological symptom)', 'anosmia', 'neck pain', 'nausea', 'influenza-like symptoms', 'lump in throat', 'earache', 'arm pain', 'clouded consciousness', 'chest pain', 'out (of) breath', 'headache severe', 'upset stomach', 'back pain', 'tremor', 'prickling sensation', 'nasal congestion (finding)', 'sore throat', 'chest heaviness', 'skin color change', 'digestive problem', 'signs and symptoms', 'glossalgia', 'headache', 'stinging sensation', 'skin symptom', 'nose symptoms', 'chest pressure', 'exhaustion', 'arthralgia', 'swollen glands in neck', 'stomach ache', 'has tingling sensation', 'coughing', 'pharyngeal dryness', 'upper back pain', 'ache', 'body ache', 'myalgia', 'rhinorrhea', 'difficulty sleeping', 'chest tightness', 'dizziness', 'weakness', 'depressed - symptom', 'frontal headache', 'dyspnea', 'sore to touch', 'chills', 'hoarseness']","['transjugular intrahepatic portosystemic shunt procedure', 'drainage procedure', 'meditation therapy', 'yoga', 'incision and drainage', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'exercise pain management', 'spatial guidance for medical procedure']",[],"['trachea', 'toes', 'heart', 'mandibular right first molar', 'hand', 'entire throat (surface region of neck)', 'eye', 'stomach', 'upper body structure', 'brain', 'intestines', 'leg bones', 'skeletal bone', 'nose', 'entire neck', 'entire upper arm', 'esophagus', 'forearm']"
185,"['diarrhea', 'coughing', 'sleeplessness']",[],['melatonin pill'],"['entire stomach', 'eye']"
186,"['prurigo', 'exanthema', 'pruritus', 'muscle cramp']",[],[],"['right scapula', 'entire stomach']"
187,"['cerebrovascular accident', 'urinary tract infection']",['physical therapy exercises'],[],['foot']
188,"['severe acute respiratory syndrome', 'clouded consciousness']",[],[],[]
189,['asthma'],[],[],[]
190,"['pneumonia', 'tired', 'taste sweet', 'weakness']",['therapeutic procedure'],[],[]
191,['communicable diseases'],"['vaccination', 'adult care']",[],['bony process']
192,"['stomach ache', 'exanthema', 'pins and needles', 'headache', 'coughing']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],"['hand', 'foot']"
193,"['morning headache', 'headache']",[],[],[]
194,"['body ache', 'fatigue', 'pain', 'dyspnea', 'vascular diseases', 'lung diseases, obstructive', 'body pain', 'fatigue', 'pain', 'dyspnea']",['hac protocol'],[],[]
195,"['communicable diseases', 'anosmia', 'coughing']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'isolation procedure', 'cardiac lead procedure']",[],['entire face']
196,"['infectious disease of lung', ""little's disease"", 'lung diseases, obstructive', 'coughing']","['treated with', 'injection of therapeutic agent', 'cardiac lead procedure']",[],['entire breast']
197,"['subacute thyroiditis', 'deep vein thrombosis', 'lung diseases, obstructive', 'exhaustion']",[],[],"['beak', 'structure of supraoptic nucleus', 'blood vessel']"
198,"['gonorrhea', 'geroderma osteodysplastica', 'hamman-rich syndrome', 'hepatorenal syndrome']","['modest-temperature hyperthermia', 'universal precautions']",[],[]
199,"['gastroesophageal reflux disease', 'nausea', 'abdominal bloating']",[],[],"['entire putamen', 'entire throat (surface region of neck)', 'stomach']"
200,"['cold symptoms', 'lung diseases, obstructive', 'coughing']","['local anesthetic thoracic epidural block', 'meditation therapy', 'thromboendarterectomy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['respiratory diaphragm', 'lung']"
201,"['rib pain', 'dyspnea']",['modest-temperature hyperthermia'],[],[]
202,"['malignant hyperpyrexia due to anesthesia', 'nausea', 'asthenia']",[],[],[]
203,"['algoneurodystrophy', 'exanthema', 'dyssomnias', 'lung diseases, obstructive', 'hypotrichosis simplex', 'acute gastroenteritis', 'nausea', 'pruritus']",['excision of axillary lymph nodes'],[],['foot']
204,"['dandy-walker syndrome', 'body pain', 'out (of) breath', 'dizziness', 'headache', 'asthenia']",[],[],[]
205,"['gonorrhea', 'geroderma osteodysplastica', ""little's disease"", 'coronavirus infections', 'muscular fasciculation', 'muscle twitch']","['modest-temperature hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['entire head', 'structure of putamen', 'stomach']"
206,"['gonorrhea', 'geroderma osteodysplastica']","['modest-temperature hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'isolation procedure']",[],[]
207,"['gonorrhea', 'geroderma osteodysplastica', 'punctate inner choroidopathy', 'hay fever', 'pharyngitis', 'exanthema', 'skin diseases, infectious', 'dermatitis', 'rhinorrhea', 'nausea', 'sore mouth', 'sore throat', 'pruritus', 'red blotches', 'coughing', 'pain', 'nervousness', 'burning feet', 'erythema']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'directly observed therapy']",[],"['medial amygdalar nucleus', 'respiratory diaphragm', 'toes', 'entire putamen', 'tongue', 'entire foot', 'entire face', 'foot', 'entire breast', 'entire upper limb']"
208,"['multi-infarct dementia', 'gonorrhea', 'geroderma osteodysplastica', 'hypertensive disease', 'amyotrophic lateral sclerosis, sporadic', 'popliteal pterygium syndrome, lethal type', 'conotruncal anomaly face syndrome', 'disease', 'chest pain', 'ache', 'chest tightness', 'pain in left shoulder', 'pain', 'arm pain', 'dyspnea']","['ligamentous articular strain technique', 'stretching exercises', 'bathing']",[],"['bone structure of rib', 'heart', 'breast', 'left upper arm structure', 'entire finger', 'entire left hand', 'blood vessel', 'downy hair', 'entire neck', 'entire upper limb']"
209,"['gonorrhea', 'geroderma osteodysplastica', ""little's disease"", 'carpal tunnel syndrome', 'body pain', 'slow respiration', 'pain', 'breathing abnormally deep']","['meditation therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'calming']",[],"['respiratory diaphragm', 'pharyngeal structure', 'stomach', 'entire breast']"
210,"[""little's disease"", 'diarrhea', 'vomiting', 'body pain', 'posterior rhinorrhea', 'fatigue', 'burning sensation', 'headache', 'throat irritation', 'pain', 'nasal congestion (finding)', 'nausea', 'has tingling sensation', 'coughing']","['injection of therapeutic agent', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],[]
211,['testicular regression syndrome'],['isolation procedure'],[],[]
212,"['gonorrhea', 'geroderma osteodysplastica', 'lung diseases, obstructive']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],['nose']
213,"['gonorrhea', 'geroderma osteodysplastica', 'common cold', 'influenza', 'short stature, idiopathic, x-linked', 'acute gastroenteritis', 'disease', 'anosmia', 'signs and symptoms', 'coughing']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],"['nucleus accumbens', 'nose']"
214,"['gonorrhea', 'geroderma osteodysplastica', 'acute gastroenteritis', 'coughing', 'dyspnea']",[],[],[]
215,[],"['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'vaccination']",[],[]
216,"['gonorrhea', 'geroderma osteodysplastica', 'premature chromatid separation trait', 'gray platelet syndrome']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'isolation procedure', 'exercise pain management']",[],['hand']
217,['testicular regression syndrome'],['etoposide/ifosfamide/mesna/mitoxantrone'],[],[]
218,"['rheumatoid arthritis', 'duane retraction syndrome', 'pneumonia', 'bronchitis', 'diabetic retinopathy', 'acute gastroenteritis', 'gray platelet syndrome']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'vaccination']",[],['entire putamen']
219,"['nail-patella syndrome', ""little's disease"", 'carpal tunnel syndrome', 'coronavirus infections', 'sympathetically independent pain', 'nervousness']","['modest-temperature hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",['mometasone nasal spray'],['entire upper limb']
220,"['asthma', 'coronavirus infections', 'multiple sclerosis', 'catch - finding of sensory dimension of pain']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],"['structure of supraoptic nucleus', 'structure of putamen']"
221,"['arthralgia', 'asthenia']",[],[],['entire upper limb']
222,"['gonorrhea', 'geroderma osteodysplastica', 'coronavirus infections']","['modest-temperature hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],[]
223,"['actual inability to taste', 'productive cough', 'body pain']","['single embryo transfer', 'physical therapy exercises']",[],['left main bronchus structure']
224,"['premature chromatid separation trait', 'anosmia']","['modest-temperature hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],[]
225,"['lung diseases, obstructive']","['single embryo transfer', 'quarantine', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],['heart']
226,"['gonorrhea', 'geroderma osteodysplastica', 'coughing']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol']",[],[]
227,"['gonorrhea', 'geroderma osteodysplastica', ""little's disease"", 'common cold', 'papillon-lefevre disease', 'coronavirus infections', 'disease']","['meditation therapy', 'group reassurance', 'bathing']",[],[]
228,"['lung diseases, obstructive', 'nausea', 'coughing', 'mastodynia', 'sore to touch']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],[]
229,"['hypertensive disease', 'diabetes mellitus', 'coffin-siris syndrome', 'disease']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],[]
230,"['gonorrhea', 'geroderma osteodysplastica', 'sexually transmitted diseases', 'premenstrual syndrome', 'lung diseases, obstructive', 'acute gastroenteritis', 'seizures', 'mass of body region', 'coughing']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'incision and drainage']",[],"['nose', 'foot']"
231,['coronavirus infections'],[],[],[]
232,['hypotrichosis simplex'],['modest-temperature hyperthermia'],[],['entire head']
233,"['gonorrhea', 'geroderma osteodysplastica', 'lung diseases, obstructive']","['isolation procedure', 'orthokeratology']",[],['foot']
234,"['gonorrhea', 'geroderma osteodysplastica', 'testicular regression syndrome']","['therapeutic tactile stimulation', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['structure of supraoptic nucleus', 'nose']"
235,"['gonorrhea', 'geroderma osteodysplastica']",[],[],['upper body structure']
236,"['gonorrhea', 'geroderma osteodysplastica', 'sexually transmitted diseases', ""little's disease"", 'short stature, idiopathic, x-linked', 'lung diseases, obstructive', 'anosmia', 'dry cough', 'chest pressure']","['venom immunotherapy', 'rx therapy']",[],"['nucleus accumbens', 'right breast']"
237,"['hypertensive disease', 'gonorrhea', 'geroderma osteodysplastica', 'diabetes mellitus', 'chronic obstructive airway disease', 'congestive heart failure', 'disease']","['modest-temperature hyperthermia', 'anterior decompression of shoulder joint', 'cyclophosphamide/fluorouracil/methotrexate/vincristine protocol', 'isolation procedure', 'bleomycin/methotrexate/vincristine protocol']",[],['gut']
238,['slight fever'],['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],[]
239,[],[],[],['nucleus accumbens']
240,"['gonorrhea', 'geroderma osteodysplastica', 'common cold', 'reflex sympathetic dystrophy', 'motion sickness', 'rhinorrhea', 'throat symptom', 'coughing', 'nose symptoms']","['excision of axillary lymph nodes', 'bleomycin/methotrexate/vincristine protocol']",[],"['entire throat (surface region of neck)', 'tongue', 'nose']"
241,"['migraine disorders', 'gonorrhea', 'geroderma osteodysplastica', 'influenza', 'coughing']","['meditation therapy', 'cyclophosphamide/methotrexate/prednisone/vincristine protocol', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],['respiratory diaphragm']
242,"['gonorrhea', 'geroderma osteodysplastica', 'sexually transmitted diseases', 'pharyngitis', 'influenza', 'premature chromatid separation trait', 'coronavirus infections', 'disease', 'ache', 'body pain', 'fatigue', 'sore throat', 'pain of lymph node', 'pain']",['injection of therapeutic agent'],[],"['testis', 'breast', 'gland', 'upper trunk structure', 'entire neck']"
243,"['gonorrhea', 'geroderma osteodysplastica', 'pharyngitis', 'nasal congestion (finding)', 'body pain', 'signs and symptoms', 'fatigue', 'pain in right hand', 'sore throat', 'headache']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'orthokeratology', 'therapeutic procedure']",[],"['entire rib', 'entire finger', 'lung']"
244,"[""little's disease"", 'tonsillitis', 'anosmia', 'nasal congestion (finding)', 'chest pain', 'upset stomach', 'sore throat', 'dizziness', 'headache', 'chest pressure', 'dyspnea']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],"['entire neck', 'nose']"
245,"['gonorrhea', 'geroderma osteodysplastica', 'sick to stomach']",['division (surgical procedure)'],[],['entire face']
246,"['gonorrhea', 'geroderma osteodysplastica', 'progressive encephalomyelitis with rigidity']","['modest-temperature hyperthermia', 'booster', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'bleomycin/methotrexate/vincristine protocol']",[],['spur (body structure)']
247,"['eye infections', 'tired', 'headache']",[],[],[]
248,"['lung diseases, obstructive', 'diarrhea', 'myalgia']",[],[],[]
249,"['gonorrhea', 'geroderma osteodysplastica', 'sinusitis', ""little's disease"", 'reflex sympathetic dystrophy', 'headache', 'coughing', 'pain']","['percutaneous coronary intervention', 'meditation therapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'excision of axillary lymph nodes', 'trans-hiatal esophagectomy']",[],"['respiratory diaphragm', 'inferior esophageal sphincter structure', 'eye', 'blood vessel', 'entire nasal passage', 'entire ear']"
250,"['gonorrhea', 'geroderma osteodysplastica', 'occipital lobe epilepsy', 'sexually transmitted diseases', 'pelvic organ prolapse', 'chronic obstructive airway disease', 'reflex sympathetic dystrophy', 'myasthenia gravis, ocular', 'nasal congestion (finding)', 'body pain', 'pain, postoperative', 'fatigue', 'burning sensation', 'headache']","['single embryo transfer', 'anterior decompression of shoulder joint', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'excision of axillary lymph nodes']",[],"['entire putamen', 'eye', 'downy hair', 'entire face', 'nose']"
