,symptoms,treatments,drugs,bodyparts
100,"['Chromosome 2q32-Q33 Deletion Syndrome', 'Dwarfism', 'Mass of body region', 'Tired', 'Kidney problem']","['Physical therapy exercises', 'Obstetric Delivery', 'Meditation Therapy', 'Yoga', 'Therapeutic tactile stimulation', 'Incision and drainage', 'Distraction training', 'Calming', 'Exercise Pain Management', 'Therapeutic procedure']",[],[]
101,"['Strabismus', 'Chromosome 2q32-Q33 Deletion Syndrome', 'Coughing']","['Transection (procedure)', 'Obstetric Delivery', 'Quarantine', 'Humor therapy', 'Therapeutic tactile stimulation', 'Toilet procedure']",[],"['Entire head', 'Hair', 'Entire hand', 'Entire ear', 'Veins']"
102,"['Seizures', 'gastrointestinal gas']","['Impulse technique', 'Exercise Pain Management', 'Cardiac Lead Procedure']",[],['Lanugo']
103,"['Arthropathy', 'Coronavirus Infections', 'Signs and Symptoms']",['Release (procedure)'],[],['Hippocampus Proper']
104,"['Common Cold', 'Influenza', 'Cardiac Arrest', 'Coronavirus Infections']","['nursing therapy', 'Quarantine', 'Interventional procedure', 'Adoptive Immunotherapy']",[],"['Pharyngeal structure', 'Lanugo']"
105,"['Pyotraumatic dermatitis', 'Seizures', 'Coughing']",['Obstetric Delivery'],[],"['Entire head', 'Hand', 'Entire face']"
106,"['Pemphigus and fogo selvagem', 'Measles', 'Illness (finding)']",['answer questions'],[],"['Hand', 'Eye', 'Brain', 'Entire face', 'Nose', 'Foot']"
107,"['Ataxia Telangiectasia', 'Coronavirus Infections']",[],[],"['Eye', 'Nose']"
108,"['Communicable Diseases', 'Coronavirus Infections', 'Coughing', 'Breathing abnormally deep']","['Physical therapy exercises', 'Inhalation technique', 'Cardiac Lead Procedure']",[],"['Basal segment of lung', 'Lung']"
109,['Coronavirus Infections'],"['Adoptive Immunotherapy', 'Isolation procedure']",[],"['Beak', 'bony process']"
110,"['Gigantism', 'Communicable Diseases', 'Common Cold', 'Respiratory Distress Syndrome, Adult', 'Influenza', 'Chronic Obstructive Airway Disease', 'Gout', 'HIV Infections', 'Measles', 'herpes', 'Cardiac Arrest', 'Herpesviridae Infections', 'Coronavirus Infections', 'Curb', 'Virus Diseases', 'Rheumatoid Arthritis', 'Severe Acute Respiratory Syndrome', 'Lupus Erythematosus', 'Inflammatory disorder', 'Malaria', 'Macrophage Activation Syndrome', 'Weakness']","['Treated with', 'Transection (procedure)', 'Clinical Treatment', 'DRUGS', 'Contraceptive methods', 'Dental surgical procedure', 'Placebos', 'Acupuncture and Oriental Medicine', 'Hepatitis B vaccination', 'Release (procedure)', 'Therapeutic procedure', 'Procedures involving the use of pharmaceuticals']",[],"['Heart', 'Hand', 'bony process', 'Animal Coat', 'Lung']"
111,"['Hay fever', 'Myocardial Infarction', 'Asthma', 'Bronchitis', 'Coronavirus Infections', 'Heartburn', 'Chest Pain', 'digestive problem', 'bowel discomfort', 'Chest tightness', 'Coughing', 'Pain', 'Dyspnea']",['Inhalation Therapy'],[],"['Hand', 'Entire face']"
112,"['Hypertensive disease', 'Communicable Diseases', 'Infantile Neuroaxonal Dystrophy', 'Diabetes Mellitus', 'Common Cold', 'Cardiovascular Diseases', 'Influenza', 'Papillon-Lefevre Disease', 'Septicemia', 'Coronavirus Infections', 'Disease', 'Overweight', 'HEART PROBLEM', 'Headache', 'Coughing']","['Therapeutic tactile stimulation', 'Sterilization for infection control', 'Exercise Pain Management', 'Detection', 'Therapeutic procedure']",[],"['Heart', 'Hand', 'Entire face', 'Lung', 'Foot']"
113,"['Coronavirus Infections', 'Coughing']",[],[],['Foot']
114,"['Anosmia', 'Ageusia']",[],[],[]
115,"['Fatigue', 'Cough with fever', 'Dyspnea']","['thai massage', 'Therapeutic procedure', 'Postpartum home visit']",[],['Entire face']
116,"['Digitorenocerebral Syndrome', 'Hyperostosis, Diffuse Idiopathic Skeletal', 'SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME', 'Coronavirus Infections', 'Clouded consciousness']","['prevention of infection', 'Therapeutic tactile stimulation', 'Bathing', 'Insertion of pack (procedure)']",[],"['Avian crop', 'Hand', 'Eye', 'Entire hand']"
117,"['Sinusitis', 'Goldberg-Shprintzen megacolon syndrome', 'Pharyngitis', 'Respiratory Tract Infections', 'Common Cold', 'cold symptoms', 'Upper Respiratory Infections', 'Coronavirus Infections', 'Rhinorrhea', 'Nasal congestion (finding)', 'Illness (finding)', 'Sore Throat', 'Dry cough', 'Dyspnea']","['Adoptive Immunotherapy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],['Nose']
118,"['Hepatic methionine adenosyltransferase deficiency', 'Communicable Diseases', 'Spastic syndrome', 'Cerebellar decompression injury', 'Pemphigus and fogo selvagem', 'Measles', 'HIV Infections', 'Catch - Finding of sensory dimension of pain', 'Myalgia', 'Gait, Drop Foot', 'Coughing', 'Sighing respiration', 'Pain']","['Physical therapy exercises', 'Quarantine', 'Adoptive Immunotherapy', 'Yoga', 'Incision and drainage', 'Reminding', 'Isolation procedure', 'Exercise Pain Management', 'Therapeutic procedure', 'Removal by grinding']",[],"['Entire head', 'Hand', 'Wing', 'Part of diaphragm', 'Body part', 'Foot']"
119,"['Pharyngitis', 'Common Cold', 'Influenza', 'Coronavirus Infections', 'Rhinorrhea', 'Nasal congestion (finding)', 'Ache', 'Sore Throat', 'Coughing', 'Pain']","['Pain relief', 'mouthwashes (treatment)']",[],['Olfactory Nerve']
120,"['Infantile Neuroaxonal Dystrophy', 'Common Cold', 'Influenza', 'Chronic Obstructive Airway Disease', 'Respiration Disorders', 'Coronavirus Infections', 'Syncope, Cardiogenic', 'Dry cough', 'Coughing', 'Pain', 'Bloodshot eye', 'Redness of eye', 'Sore to touch', 'Dyspnea']",['Incision and drainage'],[],"['Eye', 'Left coronary artery structure']"
121,"['Sinusitis', 'Communicable Diseases', 'Goldberg-Shprintzen megacolon syndrome', 'Pharyngitis', 'Herpes Labialis', 'Common Cold', 'cold symptoms', 'Myocardial Infarction', 'Coronavirus Infections', 'Virus Diseases', 'Gasping for breath', 'Chest Pain', 'Nocturnal cough', 'Headache', 'panic symptoms', 'Flushing', 'Pain', 'Nasal congestion (finding)', 'Sore Throat', 'Dizziness', 'Has tingling sensation', 'Coughing', 'Clouded consciousness', 'Dyspnea']",['Incision and drainage'],[],"['Hand', 'Entire throat (surface region of neck)', 'Entire face']"
122,"['Communicable Diseases', 'Immune System Diseases', 'HIV Infections', 'Hepatitis C', 'Coronavirus Infections', 'Diarrhea', 'Vomiting', 'Catch - Finding of sensory dimension of pain', 'Weakness', 'Coughing']","['Disinfection', 'Incision and drainage', 'gene therapy', 'Isolation procedure', 'Exercise Pain Management']",[],"['Hand', 'Entire face', 'Arteries']"
123,"['Hepatitis C', 'Coronavirus Infections']",[],[],['Lung']
124,"['Infantile Neuroaxonal Dystrophy', 'Severe Acute Respiratory Syndrome', 'Digitorenocerebral Syndrome', 'Migraine Variant', 'Influenza', 'Coronavirus Infections', 'Seizures', 'impending doom']","['Quarantine', 'Therapeutic tactile stimulation', 'Reparative closure', 'Prophylactic treatment', 'Exercise Pain Management', 'Therapeutic procedure', 'Cardiac Lead Procedure']",[],"['Entire head', 'Heart', 'Entire elbow region', 'Hand', 'Hippocampus Proper', 'Entire right hand', 'Entire face', 'Collateral branch of vessel']"
125,"['Meckel syndrome type 1', 'Hyperostosis, Diffuse Idiopathic Skeletal', 'Coronavirus Infections', 'Disease', 'Signs and Symptoms, Respiratory', 'Coughing']",['Interventional procedure'],[],"['Eye', 'Pharyngeal structure', 'Entire ear', 'Nose']"
126,"['Obesity', 'Gastroesophageal reflux disease', 'Pulmonary Emphysema', 'Acquired Immunodeficiency Syndrome', 'Myocardial Infarction', 'Chronic Obstructive Airway Disease', 'Mild chronic obstructive pulmonary disease', 'Coronavirus Infections', 'Constipation', 'Overweight', 'Catch - Finding of sensory dimension of pain', 'Coughing', 'Pain']","['fluorouracil/melphalan/tamoxifen', 'Incision and drainage', 'Exercise Pain Management', 'Emergency Care', 'cold turkey']",['Nicotine Chewing Gum'],"['Heart', 'Hand', 'Lung', 'Entire face', 'Skeletal bone']"
127,"['Hypertensive disease', 'Scurvy', 'Plague', 'Dehydration', 'Respiratory Distress Syndrome, Adult', 'Influenza', 'Staring', 'Cardiac Arrest', 'Septicemia', 'Coronavirus Infections', 'Virus Diseases', 'Chromosome 2q32-Q33 Deletion Syndrome', 'Coronary heart disease', 'Disease', 'Diarrhea', 'Weakness']","['Transection (procedure)', 'Childhood Immunization', 'Incision and drainage', 'Exercise Pain Management', 'Discussion (procedure)', 'Therapeutic procedure', 'Cardiac Lead Procedure']",[],"['Entire head', 'Heart', 'Hippocampus Proper', 'Lanugo']"
128,"['Heart Diseases', 'Severe Acute Respiratory Syndrome', 'Diabetes Mellitus', 'Influenza', 'Coronavirus Infections', 'HEART PROBLEM', 'Death anxiety']",['Pharmacotherapy'],[],"['Heart', 'Lung']"
129,"['Mitral Valve Prolapse Syndrome', 'Acute viral disease', 'Communicable Diseases', 'Aplasia Cutis Congenita', 'Atherosclerosis', 'Influenza', 'Cardiovascular Diseases', 'Septicemia', 'Coronavirus Infections', 'Congestive heart failure', 'Disease', 'Seizures']",['Adoptive Immunotherapy'],[],"['Heart', 'Heart Valves', 'anatomic valve']"
130,"['Sepsis', 'Severe Acute Respiratory Syndrome', 'Lupus Erythematosus', 'Respiratory Distress Syndrome, Adult', 'Blood Coagulation Disorders', 'Coronavirus Infections', 'Bacterial Infections']",['Rx therapy'],[],"['Heart', 'Organ', 'Lung']"
131,['Curb'],"['Obstetric Delivery', 'Dressing of skin or wound', 'Insertion of pack (procedure)']",[],['Entire nerve']
132,"['BESTROPHINOPATHY, AUTOSOMAL RECESSIVE', 'Common Cold', 'Coughing']",['Obstetric Delivery'],[],"['Entire eye', 'Hand', 'Eye']"
133,"['Coronavirus Infections', 'Coughing', 'Clouded consciousness']","['Therapeutic tactile stimulation', 'Isolation procedure']",[],"['Entire head', 'Eye', 'Lip structure', 'Entire face', 'Foot']"
134,"['Anorexia', 'Ataxia Telangiectasia', 'Hepatitis A', 'Hepatitis B, Chronic', 'Coronavirus Infections', 'Fever with chills', 'Diarrhea', 'Nasal congestion (finding)', 'Fatigue', 'Digestive symptom', 'Signs and Symptoms, Respiratory', 'Coughing']",[],[],[]
135,"['Communicable Diseases', 'Heart Diseases', 'Goldberg-Shprintzen megacolon syndrome', 'Diabetes Mellitus', 'Lung diseases', 'Chronic disease', 'Septicemia', 'Coronavirus Infections', 'Exanthema', 'Catch - Finding of sensory dimension of pain']",['Incision and drainage'],[],"['Retina', 'Brain', 'Lung']"
136,['Disease'],[],[],[]
137,"['Coronavirus Infections', 'Coughing']",['Therapeutic tactile stimulation'],[],"['Hand', 'Eye', 'Entire finger', 'Nose']"
138,"['flu symptoms', 'Influenza', 'Coronavirus Infections', 'Dyspnea']",['Spatial guidance for medical procedure'],[],[]
139,"['Communicable Diseases', 'Influenza', 'Chromosome 2q32-Q33 Deletion Syndrome', 'Coronavirus Infections', 'Signs and Symptoms']","['prevention of infection', 'Step ups', 'Reparative closure', 'answer questions', 'Discussion (procedure)']",[],"['Entire head', 'Hippocampus Proper', 'Hand', 'Lanugo']"
140,['Breathing abnormally deep'],"['Administration procedure', 'Adoptive Immunotherapy', 'Sedation procedure', 'Prophylactic treatment', 'Excision']",[],"['Hand', 'Lung', 'Nose']"
141,"['Allergic disposition', 'Pharyngitis', 'Common Cold', 'Influenza', 'Coronavirus Infections', 'Disease', 'Rhinorrhea', 'Nasal congestion (finding)', 'Ache', 'Diarrhea', 'Sore Throat', 'Dry cough', 'Headache', 'Coughing', 'Pain', 'Dyspnea']",[],[],[]
142,"['Neuropathy', 'Ache', 'Muscular fasciculation', 'Feeling strange', 'Neurologic Symptoms', 'Fatigue', 'Has tingling sensation', 'Myalgia', 'Weakness', 'Tremor']",['Isolation procedure'],[],"['Left upper arm structure', 'Entire calf of leg (body structure)', 'Entire upper arm', 'Set of muscles', 'Lanugo', 'Foot']"
143,"['Ache', 'Diarrhea', 'Headache', 'Weakness', 'Syncope', 'Cold sweat', 'Pain']",[],[],['Nose']
144,"['Communicable Diseases', 'Fish-Eye Disease', 'Coronavirus Infections', 'Excessive tearing', 'Anorexia', 'Gastroparesis', 'asthma with copd', 'Other viral diseases NOS', 'Asthma', 'Secondary Infections', 'Recurrent disease', 'Gray Platelet Syndrome', 'Oral Ulcer', 'BESTROPHINOPATHY, AUTOSOMAL RECESSIVE', 'Gastroesophageal reflux disease', 'Pneumonia', 'Pharyngitis', 'Common Cold', 'Influenza', 'Narcolepsy', 'Bacterial Infections', 'Xerostomia', 'Neuropathy', 'Tennis Elbow', 'Deglutition Disorders', 'Malnutrition', 'Disease', 'Seizures', 'Diarrhea', 'Feeling nervous', 'Fatigue', 'Burning sensation', 'Headache', 'Flushing', 'Pain', 'Muscle Cramp', 'Breathing abnormally deep', 'Exhaustion', 'Numbness', 'Neck Pain', 'Neurologic Symptoms', 'Feeling Cold', 'Nausea', 'Has tingling sensation', 'Coughing', 'Sharp pain', 'Nightmares', 'Ache', 'Chest Pain', 'Tired', 'BODY ACHE', 'Overweight', 'Myalgia', 'Syncope', 'Back Pain', 'Nervousness', 'Illness (finding)', 'Difficulty sleeping', 'Hunger', 'Dizziness', 'Sore Throat', 'Dry cough', 'Weakness', 'Lethargy', 'Hot flushes', 'Dyspnea', 'Chills', 'Sore to touch']","['Physical therapy exercises', 'DRUGS', 'Quarantine', 'Incision and drainage', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Special Diet Therapy', 'Dietary Modification', 'Therapeutic procedure']","['Lisinopril Pill', 'cough syrup']","['Entire stomach', 'Palatine Tonsil', 'Belly of skeletal muscle', 'Heart', 'Mandibular right first molar', 'Left upper arm structure', 'Entire throat (surface region of neck)', 'Hand', 'Gland', 'Structure of left half of body', 'Hair', 'Set of muscles', 'Lung', 'Entire neck', 'Nose', 'Entire head', 'Entire upper arm', 'bony process', 'Vertebral column', '20s', 'Lanugo']"
145,"['Coughing', 'Earache', 'Pharyngeal dryness']",[],[],"['Entire throat (surface region of neck)', 'Tongue']"
146,"['Deep Vein Thrombosis', 'Pain in calf', 'Sensation of warmth', 'Pain']","['Coagulation procedure', 'Therapeutic tactile stimulation']",[],"['Entire calf of leg (body structure)', 'Foot', 'Digit structure']"
147,"['Urinary tract infection', 'Hay fever', 'Influenza', 'Chronic Obstructive Airway Disease', 'Pityriasis Rosea', 'Septicemia', 'Disease', 'BODY ACHE', 'Tired', 'Exanthema', 'Upset stomach', 'Throat symptom', 'Headache', 'Pain', 'Ageusia', 'Stomach ache', 'Illness (finding)', 'Nausea', 'Hunger', 'Coughing', 'Sharp pain', 'Dyspnea']",['Isolation procedure'],[],"['Entire throat (surface region of neck)', 'Knee', 'Lanugo', 'anatomical layer']"
148,"['Anorexia', 'Ear symptom', 'Fatigue', 'Burning sensation', 'Myalgia', 'Headache', 'Pain', 'Earache', 'Sleeplessness']",[],[],[]
149,"['Ageusia', 'Ache', 'Feeling Sick', 'Nausea', 'Headache', 'Coughing', 'Dyspnea']",[],[],[]
150,"['Ache', 'Tired', 'Fatigue', 'Pain', 'Arm Pain', 'Sore to touch', 'Chills']",[],[],['Entire upper arm']
151,"['Van der Woude syndrome', 'Common Cold', 'Dehydration', 'Fibromyalgia', 'Ache', 'Tired', 'Fatigue', 'Cough with fever', 'Myalgia', 'Headache', 'Weakness', 'Earache', 'spells (neurological symptom)']",['Injection of therapeutic agent'],[],"['Gut', 'anatomical layer']"
152,"['Myopathy', 'Coronavirus Infections', 'Muscle Weakness']","['DRUGS', 'Therapeutic procedure']",[],[]
153,[],"['heart - aortic valve', 'on anti-coagulants']",[],"['Heart', 'Structure of anulus fibrosus of aorta', 'Aorta']"
154,"['Communicable Diseases', 'Fatigue']","['Administration of antibiotic', 'Continuous Positive Airway Pressure', 'Detection', 'Therapeutic procedure']","['Oxygen 93 %', 'Oxygen 20 %', 'Oxygen 2 %']",[]
155,"['Ache', 'Feeling Sick', 'Coughing']",[],[],['Entire throat (surface region of neck)']
156,"['Disease', 'Seizures', 'Dizziness']",[],[],[]
157,"['Ageusia', 'Coughing', 'Nose symptoms']",['Isolation procedure'],[],[]
158,"['Chronic Fatigue Syndrome', 'Allergic disposition', 'Sjogren-Larsson Syndrome', 'Influenza', 'Burning Mouth Syndrome', 'Asthma', 'Urticaria', 'Anaphylaxis (non medication)', 'Pruritus', 'Burning mouth (sensation)', 'Lip swelling', 'Dyspnea']","['Obstetric Delivery', 'Incision and drainage', 'Special Diet Therapy']",[],"['Entire throat (surface region of neck)', 'Tongue', 'Entire face']"
159,"['Renal carnitine transport defect', 'Common Cold', 'Cyclic neutropenia', 'Seizures', 'side pain', 'Malaise', 'Fatigue', 'Headache', 'Blood in stool', 'Rhinorrhea', 'Ageusia', 'Constipation', 'Nausea', 'Hunger', 'Abdominal bloating', 'Congestion of throat', 'Weakness', 'Coughing']",['Electroconvulsive Therapy'],[],"['Bone structure of rib', 'Urinary Bladder', 'Anatomic Node', 'ribs on right side', 'Intestines', 'Veins']"
160,"['Encephalitis', 'Rhinorrhea', 'Headache', 'Coughing']",[],[],[]
161,"['Pharyngitis', 'Common Cold', 'Conjunctivitis', 'Acute contagious conjunctivitis', 'Coronavirus Infections', 'Chest Pain', 'BODY ACHE', 'Fatigue', 'Headache', 'Pain', 'Exhaustion', 'Rhinorrhea', 'Arthralgia', 'Nasal congestion (finding)', 'Watery eyes', 'Chest tightness', 'Nausea', 'Sore Throat', 'Weakness', 'Dry cough', 'Coughing', 'Cold sweat', 'Night sweats']","['Interventional procedure', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure']",[],['Entire throat (surface region of neck)']
162,"['Breathing abnormally deep', 'Dyspnea']",[],[],[]
163,"['Arthritis', 'Fatigue', 'Myalgia']",[],[],['Set of muscles']
164,[],['Isolation procedure'],[],[]
165,"['Coronavirus Infections', 'Chest Pain', 'Coughing', 'Pain', 'Mastodynia']",[],[],[]
166,"['Communicable Diseases', 'Headache', 'Coughing']",['blood medications'],[],[]
167,"['Nervousness', 'Clouded consciousness']","['Vaccination', 'Discussion (procedure)']",[],"['Entire nerve', 'Quarter of the Udder']"
168,"['Influenza', 'IMMUNODEFICIENCY, COMMON VARIABLE, 10', 'Ache', 'Signs and Symptoms', 'Abdominal Pain', 'Feeling Sick', 'Upset stomach', 'Fatigue', 'Pain', 'Muscle Cramp', 'Mastodynia', 'Exhaustion', 'Feeling of loss of feeling', 'Ageusia', 'Stomach ache', 'Illness (finding)', 'Constipation', 'Chest tightness', 'Nausea', 'Dizziness', 'Has tingling sensation', 'Coughing', 'Stomach cramps (finding)', 'Fatigue - symptom', 'Sore to touch']",[],[],"['Entire head', 'Entire stomach', 'Toes', 'Bile duct structure', 'Brain', 'Stomach', 'Intestines']"
169,"['flu symptoms', 'Tension Headache', 'Common Cold', 'Staring', 'cold symptoms', 'Influenza', 'Dysosmia', 'Anosmia', 'Feeling Sick', 'taste sour', 'Headache', 'Syncope', 'Dyspnea']","['Aromatherapy', 'Shampooing (action)']",[],['Nose']
170,"['Communicable Diseases', 'Pharyngitis', 'Nasal congestion (finding)', 'Sore Throat', 'Headache', 'Coughing', 'Breathing abnormally deep']",[],[],"['Heart', 'Eye', 'bony process', 'Body organ structure']"
171,"['Communicable Diseases', 'Infection of kidney', 'Ache', 'Dizziness', 'Headache', 'Syncope', 'Back Pain', 'Pain']",[],[],"['Bone structure of rib', 'Heart', 'Supernumerary mandibular right central primary incisor']"
172,"['Communicable Diseases', 'BODY ACHE', 'Exanthema', 'Dizziness', 'Coughing']",['Physical therapy exercises'],[],"['Brain', 'Foot']"
173,"['BODY ACHE', 'out (of) breath', 'Dizziness', 'Weakness', 'Headache']",['Cardiac Lead Procedure'],[],[]
174,"['Urticaria', 'BODY ACHE', 'Sore Throat', 'Dizziness', 'Mastodynia']",[],[],"['Heart', 'Airway structure']"
175,"['Pharyngitis', 'Asthenopia', 'Sore eye', 'Tired', 'Pain', 'Tremor', 'Chest pressure', 'Arthralgia', 'Anosmia', 'Sore Throat', 'Pruritus', 'Throbbing Headache', 'Coughing', 'Dyspnea', 'Sore to touch']",['Exercise Pain Management'],[],"['Lower back structure', 'Entire head', 'Eye', 'Pharyngeal structure']"
176,"['Coronavirus Infections', 'Lower respiratory tract infection', 'Rhinorrhea', 'Ache', 'Burning sensation in eye', 'Watery eyes', 'Fatigue', 'Pruritus', 'Burning sensation', 'Catch - Finding of sensory dimension of pain', 'Headache', 'Coughing', 'Sore to touch']",['Self Monitoring'],[],"['Eye', 'Lanugo', 'Entire face', 'Nose', 'Entire neck']"
177,"['Hypertensive disease', 'Diabetes Mellitus']",['Therapeutic procedure'],[],"['Entire head', 'Brain']"
178,"['Constipation', 'Feeling Sick', 'Nausea']",[],[],[]
179,['Chest Pain'],[],[],[]
180,"['Anorexia', 'Ataxia Telangiectasia', 'Gastroesophageal reflux disease', 'Fish-Eye Disease', 'Pharyngitis', 'Pneumonia', 'Xerostomia', 'Lower respiratory tract infection', 'Heartburn', 'Diarrhea', 'Chest Pain', 'Tired', 'Abdominal Pain', 'Severe diarrhea', 'Burning sensation', 'Pain', 'Stomach ache', 'Nausea', 'Abdominal bloating', 'Sore Throat', 'Eructation', 'Sore to touch', 'Dyspnea']","['Transection (procedure)', 'Severing', 'Liquid diet', 'Incision and drainage', 'Isolation procedure']",[],"['Entire stomach', 'Supernumerary mandibular right central primary incisor', 'Entire throat (surface region of neck)', 'Stomach', 'Esophagus', 'Sphincter', 'anatomic valve', 'Entire neck']"
181,"['Gastroesophageal reflux disease', 'Common Cold', 'Tired', 'Fatigue', 'Myalgia', 'Pain', 'feeling dizzy', 'Mastodynia', 'Nausea', 'Vertigo', 'feeling like vomiting', 'Dizziness', 'Hot flushes', 'Depressed - symptom', 'Night sweats', 'Chills', 'Dyspnea']","['Group reassurance', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['Entire head', 'Mandibular right first molar', 'Entire neck', 'Foot']"
182,"['Parkinsonian Disorders', 'Parkinson Disease']",['Reminding'],[],['Entire head']
183,['Nausea'],[],[],[]
184,"['Migraine Disorders', 'Sinusitis', 'Prediabetes syndrome', 'Communicable Diseases', 'Gastroesophageal reflux disease', 'Pharyngitis', 'Fish-Eye Disease', 'Pneumonia', 'Conjunctivitis', 'Tonsillitis', 'Coronavirus Infections', 'Vitamin Deficiency', 'Autoimmune Diseases', 'Recurrent disease', 'Malnutrition', 'Disease', 'Seizures', 'Diarrhea', 'Exanthema', 'Fatigue', 'Burning sensation', 'Pain', 'Breathing abnormally deep', 'spells (neurological symptom)', 'Anosmia', 'Neck Pain', 'Nausea', 'Influenza-like symptoms', 'lump in throat', 'Earache', 'Arm Pain', 'Clouded consciousness', 'Chest Pain', 'out (of) breath', 'headache severe', 'Upset stomach', 'Back Pain', 'Tremor', 'Prickling sensation', 'Nasal congestion (finding)', 'Sore Throat', 'chest heaviness', 'skin color change', 'digestive problem', 'Signs and Symptoms', 'Glossalgia', 'Headache', 'Stinging Sensation', 'Skin symptom', 'Nose symptoms', 'Chest pressure', 'Exhaustion', 'Arthralgia', 'swollen glands in neck', 'Stomach ache', 'Has tingling sensation', 'Coughing', 'Pharyngeal dryness', 'Upper back pain', 'Ache', 'BODY ACHE', 'Myalgia', 'Rhinorrhea', 'Difficulty sleeping', 'Chest tightness', 'Dizziness', 'Weakness', 'Depressed - symptom', 'Frontal headache', 'Dyspnea', 'Sore to touch', 'Chills', 'Hoarseness']","['Transjugular intrahepatic portosystemic shunt procedure', 'Drainage procedure', 'Meditation Therapy', 'Yoga', 'Incision and drainage', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Exercise Pain Management', 'Spatial guidance for medical procedure']",[],"['Trachea', 'Toes', 'Heart', 'Mandibular right first molar', 'Hand', 'Entire throat (surface region of neck)', 'Eye', 'Stomach', 'Upper body structure', 'Brain', 'Intestines', 'Leg Bones', 'Skeletal bone', 'Nose', 'Entire neck', 'Entire upper arm', 'Esophagus', 'Forearm']"
185,"['Diarrhea', 'Coughing', 'Sleeplessness']",[],['Melatonin Pill'],"['Entire stomach', 'Eye']"
186,"['Prurigo', 'Exanthema', 'Pruritus', 'Muscle Cramp']",[],[],"['Right scapula', 'Entire stomach']"
187,"['Cerebrovascular accident', 'Urinary tract infection']",['Physical therapy exercises'],[],['Foot']
188,"['Severe Acute Respiratory Syndrome', 'Clouded consciousness']",[],[],[]
189,['Asthma'],[],[],[]
190,"['Pneumonia', 'Tired', 'taste sweet', 'Weakness']",['Therapeutic procedure'],[],[]
191,['Communicable Diseases'],"['Vaccination', 'Adult care']",[],['bony process']
192,"['Stomach ache', 'Exanthema', 'Pins and needles', 'Headache', 'Coughing']",['cisplatin/etoposide/mitoxantrone/tamoxifen protocol'],[],"['Hand', 'Foot']"
193,"['Morning headache', 'Headache']",[],[],[]
194,"['BODY ACHE', 'Fatigue', 'Pain', 'Dyspnea', 'Vascular Diseases', 'Lung Diseases, Obstructive', 'BODY PAIN', 'Fatigue', 'Pain', 'Dyspnea']",['HAC protocol'],[],[]
195,"['Communicable Diseases', 'Anosmia', 'Coughing']","['cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure', 'Cardiac Lead Procedure']",[],['Entire face']
196,"['Infectious disease of lung', ""Little's Disease"", 'Lung Diseases, Obstructive', 'Coughing']","['Treated with', 'Injection of therapeutic agent', 'Cardiac Lead Procedure']",[],['Entire breast']
197,"['Subacute thyroiditis', 'Deep Vein Thrombosis', 'Lung Diseases, Obstructive', 'Exhaustion']",[],[],"['Beak', 'Structure of supraoptic nucleus', 'Blood Vessel']"
198,"['Gonorrhea', 'Geroderma osteodysplastica', 'Hamman-Rich syndrome', 'Hepatorenal Syndrome']","['Modest-Temperature Hyperthermia', 'Universal Precautions']",[],[]
199,"['Gastroesophageal reflux disease', 'Nausea', 'Abdominal bloating']",[],[],"['Entire putamen', 'Entire throat (surface region of neck)', 'Stomach']"
200,"['cold symptoms', 'Lung Diseases, Obstructive', 'Coughing']","['Local anesthetic thoracic epidural block', 'Meditation Therapy', 'Thromboendarterectomy', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['Respiratory Diaphragm', 'Lung']"
201,"['Rib pain', 'Dyspnea']",['Modest-Temperature Hyperthermia'],[],[]
202,"['Malignant hyperpyrexia due to anesthesia', 'Nausea', 'Asthenia']",[],[],[]
203,"['Algoneurodystrophy', 'Exanthema', 'Dyssomnias', 'Lung Diseases, Obstructive', 'Hypotrichosis simplex', 'Acute gastroenteritis', 'Nausea', 'Pruritus']",['Excision of axillary lymph nodes'],[],['Foot']
204,"['Dandy-Walker Syndrome', 'BODY PAIN', 'out (of) breath', 'Dizziness', 'Headache', 'Asthenia']",[],[],[]
205,"['Gonorrhea', 'Geroderma osteodysplastica', ""Little's Disease"", 'Coronavirus Infections', 'Muscular fasciculation', 'Muscle twitch']","['Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol']",[],"['Entire head', 'Structure of putamen', 'Stomach']"
206,"['Gonorrhea', 'Geroderma osteodysplastica']","['Modest-Temperature Hyperthermia', 'cisplatin/etoposide/mitoxantrone/tamoxifen protocol', 'Isolation procedure']",[],[]
